iter	RMSE
278	0.3820863809
279	0.3820247895
280	0.3819662552
281	0.3819020308
282	0.3818370126
283	0.3817508693
284	0.3816753696
285	0.3815955941
286	0.381545161
287	0.3814912748
288	0.3814417861
289	0.3813903212
290	0.3813447534
291	0.3812996653
292	0.3812413266
293	0.3811821612
294	0.3811044097
295	0.3810577851
296	0.3809963058
297	0.3808955893
298	0.380800667
299	0.380770045
300	0.3806814059
301	0.3806375657
302	0.380578757
303	0.3805268116
304	0.3804623724
305	0.3804285591
306	0.3803663218
307	0.3803357443
308	0.3802805068
309	0.3802455868
310	0.3801936826
311	0.3801582634
312	0.3800739544
313	0.3800352074
314	0.3799702973
315	0.3798752117
316	0.379807598
317	0.3797670455
318	0.3796752954
319	0.3796034636
320	0.3795377396
321	0.379455301
322	0.3793762332
323	0.3793440579
324	0.3793025792
325	0.3792490219
326	0.3791837915
327	0.3791443015
328	0.3790847915
329	0.3790383595
330	0.3789779413
331	0.3788556476
332	0.3788080828
333	0.3787686533
334	0.3787275471
335	0.378637943
336	0.378592263
337	0.3785227503
338	0.3784777061
339	0.3784084736
340	0.3783723726
341	0.3783432784
342	0.3783101178
343	0.3782507142
344	0.3782046553
345	0.3781536867
346	0.3780887573
347	0.3780653838
348	0.3780294161
349	0.3779651417
350	0.3778956896
351	0.377854097
352	0.3778233579
353	0.3777675354
354	0.3777291893
355	0.3776563957
356	0.3775924532
357	0.3775331893
358	0.3774717912
359	0.3774029289
360	0.377374842
361	0.3773469977
362	0.3772958808
363	0.3772469401
364	0.3772104812
365	0.377172128
366	0.3771401722
367	0.3770992597
368	0.3770555082
369	0.3769724054
370	0.3769471
371	0.3768991832
372	0.3768436752
373	0.376801441
374	0.376728938
375	0.3766813706
376	0.3766189885
377	0.376559558
378	0.3765323718
379	0.3764882429
380	0.3764439282
381	0.3764069711
382	0.3763675831
383	0.3763067634
384	0.3762398177
385	0.3761958828
386	0.3761495757
387	0.3760991549
388	0.3760684507
389	0.3760471722
390	0.3759973709
391	0.3759560094
392	0.3759165517
393	0.3758366407
394	0.3757961479
395	0.3757626759
396	0.3757250702
397	0.3756631393
398	0.3756355381
399	0.3755797399
400	0.3755476406
401	0.37551722
402	0.375448302
403	0.3753918999
404	0.3753423963
405	0.3752853225
406	0.37521762
407	0.3751690651
408	0.3751182223
409	0.3750851296
410	0.375043118
411	0.3749396872
412	0.3748906237
413	0.3748450886
414	0.3748165765
415	0.3747612061
416	0.374723183
417	0.3746878225
418	0.3746529716
419	0.3746117905
420	0.3745633669
421	0.3745096586
422	0.3744841643
423	0.3744275399
424	0.3743934062
425	0.3743603996
426	0.3743114858
427	0.3742789111
428	0.3742312157
429	0.3741918079
430	0.3741584291
431	0.3741235712
432	0.3740911789
433	0.3740629646
434	0.3740373722
435	0.373971278
436	0.3739289393
437	0.3738639569
438	0.373828627
439	0.3737999433
440	0.3737367707
441	0.373701221
442	0.3736567269
443	0.3736164301
444	0.3735772006
445	0.3735306305
446	0.3734959064
447	0.373424774
448	0.3733785107
449	0.3733380203
450	0.3732871045
451	0.3732617899
452	0.3732313863
453	0.3731822914
454	0.3731457389
455	0.373091325
456	0.3730438881
457	0.373008244
458	0.3729670991
459	0.3729395006
460	0.3729056752
461	0.3728431679
462	0.3727973759
463	0.3727575901
464	0.3727176865
465	0.3726873008
466	0.3726306655
467	0.3726046857
468	0.372555922
469	0.3725201244
470	0.3725025371
471	0.3724491522
472	0.3724118839
473	0.3723562391
474	0.372331733
475	0.3722953435
476	0.3722435529
477	0.3722058205
478	0.3721672411
479	0.3721427499
480	0.3720936236
481	0.3720390822
482	0.3720117049
483	0.3719706256
484	0.3719400271
485	0.371918504
486	0.3718673131
487	0.3718318028
488	0.3717901723
489	0.3717361737
490	0.3717118132
491	0.3716620992
492	0.3716150856
493	0.3715783444
494	0.3715308575
495	0.3714994594
496	0.3714679941
497	0.3714192266
498	0.3713827879
499	0.3713472831
500	0.3713041031
501	0.3712694723
502	0.3712386569
503	0.3712102764
504	0.3711758672
505	0.3711083763
506	0.3710624663
507	0.3710412991
508	0.3710068808
509	0.3709866288
510	0.3709502706
511	0.3709249731
512	0.3708930113
513	0.3708326448
514	0.3707756549
515	0.3707394385
516	0.3707130208
517	0.3706751295
518	0.3706402416
519	0.3706065046
520	0.3705647965
521	0.3705271592
522	0.370494472
523	0.3704757209
524	0.3704341693
525	0.3703948962
526	0.3703584886
527	0.370314973
528	0.3702750621
529	0.3702548511
530	0.3702338792
531	0.370184965
532	0.370156898
533	0.3701298457
534	0.370104535
535	0.3700456299
536	0.3700215603
537	0.3699730856
538	0.3699450787
539	0.3699225847
540	0.3698983399
541	0.3698434652
542	0.3697960306
543	0.3697340061
544	0.369673957
545	0.3696413655
546	0.3696045498
547	0.3695822387
548	0.369545763
549	0.3695040836
550	0.3694778998
551	0.369431254
552	0.369395238
553	0.3693619119
554	0.3693233581
555	0.3692974687
556	0.3692570159
557	0.3692250072
558	0.3691917381
559	0.3691777322
560	0.3691418102
561	0.3690875039
562	0.3690597664
563	0.3690161155
564	0.3689823765
565	0.3689344519
566	0.3688836144
567	0.3688626528
568	0.3688388028
569	0.3687714887
570	0.3687470462
571	0.368727862
572	0.3686882912
573	0.3686475392
574	0.3686213433
575	0.3685762096
576	0.3685373219
577	0.3684982207
578	0.3684610073
579	0.3683947762
580	0.3683525842
581	0.3683111669
582	0.3682519962
583	0.3682097821
584	0.3681687379
585	0.3681471215
586	0.3681101396
587	0.3680630759
588	0.3680397888
589	0.3680196487
590	0.3679861246
591	0.3679645486
592	0.3679367378
593	0.3678972033
594	0.367830366
595	0.3678087501
596	0.367780146
597	0.367747348
598	0.36772006
599	0.3676931793
600	0.3676624926
601	0.367641974
602	0.3676081074
603	0.3675958764
604	0.3675648569
605	0.3675232258
606	0.367488347
607	0.3674595266
608	0.3674174233
609	0.3673945311
610	0.3673394597
611	0.3673215617
612	0.3672810122
613	0.3672518164
614	0.3672055258
615	0.3671772219
616	0.3671468444
617	0.367113224
618	0.367093186
619	0.3670742255
620	0.3670452064
621	0.3670139928
622	0.3669752959
623	0.3669558784
624	0.3669374151
625	0.3669056874
626	0.3668597978
627	0.3668079698
628	0.3667870777
629	0.3667315636
630	0.3667050427
631	0.3666435094
632	0.3666210973
633	0.3665895667
634	0.3665596053
635	0.3665272409
636	0.3664934868
637	0.3664683759
638	0.3664263159
639	0.3663863679
640	0.3663569864
641	0.3663091736
642	0.366274913
643	0.3662431249
644	0.3661722535
645	0.3661662641
646	0.3661298587
647	0.3661012587
648	0.3660830787
649	0.3660575544
650	0.3660297469
651	0.3659853289
652	0.3659541835
653	0.3659042824
654	0.3658804451
655	0.3658644469
656	0.3658313786
657	0.3658131389
658	0.3657509188
659	0.3657168296
660	0.3656814698
661	0.3656549805
662	0.3656482975
663	0.3656185786
664	0.3655919471
665	0.3655601446
666	0.3655389417
667	0.3655123919
668	0.365475807
669	0.3654450808
670	0.3654154842
671	0.3653899451
672	0.3653567752
673	0.3653074399
674	0.3652851765
675	0.365258071
676	0.3652296448
677	0.3652046757
678	0.3651564506
679	0.3651307706
680	0.365106376
681	0.3650554495
682	0.365031763
683	0.3649916737
684	0.3649623922
685	0.3649192364
686	0.3648874571
687	0.3648572835
688	0.3648345262
689	0.3648073372
690	0.3647795677
691	0.3647555142
692	0.3647261539
693	0.3647046762
694	0.3646949939
695	0.364656239
696	0.3646133092
697	0.3645893598
698	0.3645711069
699	0.364542033
700	0.3645037146
701	0.3644268994
702	0.364384111
703	0.3643329278
704	0.3642982744
705	0.3642772106
706	0.3642542462
707	0.3642199538
708	0.3642022928
709	0.3641735135
710	0.3641416151
711	0.3641100732
712	0.3640835933
713	0.3640578285
714	0.3640235932
715	0.3639818182
716	0.3639433729
717	0.3638935928
718	0.3638660799
719	0.3638422803
720	0.3638078092
721	0.3637753084
722	0.3637273045
723	0.3636909545
724	0.3636692219
725	0.3636409163
726	0.3636029111
727	0.3635840827
728	0.3635382888
729	0.363522402
730	0.3634869481
731	0.3634585537
732	0.3634306972
733	0.3633947246
734	0.3633708633
735	0.3633264726
736	0.3633008294
737	0.3632790621
738	0.3632517657
739	0.3632347624
740	0.3631980068
741	0.3631559608
742	0.3631127611
743	0.363083768
744	0.3630620793
745	0.3630351204
746	0.3629972143
747	0.3629761211
748	0.3629528096
749	0.3629240273
750	0.3628900422
751	0.3628562499
752	0.362831671
753	0.362809055
754	0.3627922176
755	0.3627630142
756	0.3627413102
757	0.3627091231
758	0.3626888389
759	0.3626688914
760	0.3626380137
761	0.3625972969
762	0.3625769471
763	0.3625556091
764	0.3625280582
765	0.3624956822
766	0.3624453697
767	0.3624290699
768	0.3624083167
769	0.3623848905
770	0.3623675631
771	0.362338918
772	0.3623033764
773	0.3622900946
774	0.3622654887
775	0.362243052
776	0.3621815633
777	0.3621574175
778	0.3621458567
779	0.3621187787
780	0.3620903125
781	0.3620707928
782	0.362035289
783	0.3620216241
784	0.3620009773
785	0.3619555834
786	0.36193843
787	0.3618944819
788	0.361862988
789	0.3618332556
790	0.3618158282
791	0.3617904642
792	0.3617636654
793	0.3617417489
794	0.3617089461
795	0.3616691695
796	0.3616456474
797	0.3616109209
798	0.3615822097
799	0.3615327425
800	0.3615018339
801	0.3614812275
802	0.3614652899
803	0.361431654
804	0.3614113883
805	0.3613922335
806	0.3613720581
807	0.3613511858
808	0.361319461
809	0.3613133878
810	0.3612975895
811	0.3612782642
812	0.36125333
813	0.3612304699
814	0.3612069152
815	0.361191596
816	0.3611683461
817	0.3611380652
818	0.3611086611
819	0.3610690732
820	0.361022035
821	0.3610054364
822	0.3609696343
823	0.3609464468
824	0.3609166158
825	0.3608870125
826	0.3608450131
827	0.3608024944
828	0.3607854902
829	0.3607579743
830	0.3607234319
831	0.3606905931
832	0.3606707979
833	0.3606559626
834	0.3606360288
835	0.3606185907
836	0.3605861835
837	0.3605560469
838	0.3605262143
839	0.3605027736
840	0.3604673375
841	0.3604279322
842	0.3603977693
843	0.3603561227
844	0.3603200895
845	0.3602923413
846	0.3602667838
847	0.3602462625
848	0.3602163534
849	0.3601872869
850	0.36016875
851	0.3601636726
852	0.3601447902
853	0.3601288815
854	0.3601097688
855	0.3600855374
856	0.3600582497
857	0.3600342769
858	0.3600170379
859	0.3599988971
860	0.3599629309
861	0.35994039
862	0.3599141459
863	0.3598908118
864	0.359863409
865	0.3598478285
866	0.359822707
867	0.35979182
868	0.3597744382
869	0.3597393132
870	0.3597183641
871	0.3596922043
872	0.3596719278
873	0.3596445009
874	0.3596278697
875	0.359593001
876	0.3595735903
877	0.359546573
878	0.3595164807
879	0.3594999213
880	0.3594617226
881	0.3594165962
882	0.3593827704
883	0.3593580839
884	0.3593354973
885	0.3593022351
886	0.3592911878
887	0.3592638096
888	0.3592407776
889	0.3592180566
890	0.3591900177
891	0.3591670565
892	0.3591337943
893	0.3591008419
894	0.3590742244
895	0.3590510738
896	0.3590086888
897	0.3589952793
898	0.3589595089
899	0.3589433223
900	0.3589089011
901	0.3588866249
902	0.3588746009
903	0.3588513783
904	0.3588154958
905	0.3587871875
906	0.3587625374
907	0.3587355545
908	0.3587211896
909	0.358686017
910	0.3586450576
911	0.358618523
912	0.3585936616
913	0.358547148
914	0.3585121499
915	0.3584922391
916	0.3584695454
917	0.3584461278
918	0.3584169825
919	0.3583995096
920	0.3583690875
921	0.35833514
922	0.3583024583
923	0.3582783417
924	0.3582385845
925	0.3582132611
926	0.358201658
927	0.3581667043
928	0.3581621614
929	0.3581419385
930	0.3581257535
931	0.3580968188
932	0.3580758839
933	0.3580545834
934	0.3580147058
935	0.3579834762
936	0.3579666739
937	0.3579266141
938	0.3578900925
939	0.3578655515
940	0.3578451459
941	0.3578208488
942	0.3578034455
943	0.3577874403
944	0.3577625464
945	0.3577493574
946	0.3576966079
947	0.35766584
948	0.3576516368
949	0.3576352266
950	0.3576119152
951	0.3575922746
952	0.3575660415
953	0.3575423462
954	0.3575278169
955	0.3575120768
956	0.3574937932
957	0.3574684742
958	0.3574336455
959	0.3574118579
960	0.3573777637
961	0.3573712309
962	0.3573517902
963	0.3573346267
964	0.3573079727
965	0.3572965345
966	0.3572788756
967	0.3572557669
968	0.3572257958
969	0.3571917126
970	0.3571711386
971	0.3571490367
972	0.3571212435
973	0.3570901499
974	0.3570661788
975	0.3570445168
976	0.357022393
977	0.3569770423
978	0.3569484137
979	0.3569143963
980	0.3568934293
981	0.3568522823
982	0.3568303527
983	0.3567991446
984	0.3567736908
985	0.3567505157
986	0.3567202037
987	0.3566810921
988	0.3566502557
989	0.3566325026
990	0.3566077243
991	0.3565718975
992	0.3565555248
993	0.3565344081
994	0.3565071548
995	0.3564763949
996	0.356462785
997	0.3564470258
998	0.3564182411
999	0.3563855136
