iter	RMSE
159	0.3945298514
160	0.3943156109
161	0.3941611126
162	0.3938889844
163	0.3937647828
164	0.3935662338
165	0.3934856916
166	0.3933342653
167	0.3931415142
168	0.3929111475
169	0.3928064574
170	0.3926666263
171	0.3925687519
172	0.3924871135
173	0.392417273
174	0.392231056
175	0.3920468275
176	0.3919097675
177	0.3917639701
178	0.3915520169
179	0.3913999086
180	0.391240842
181	0.391068023
182	0.3909626882
183	0.390888935
184	0.3907904331
185	0.390595876
186	0.3904937393
187	0.3904284855
188	0.3903239351
189	0.3901359413
190	0.3900053394
191	0.3898824603
192	0.3897618207
193	0.3896985073
194	0.3895551729
195	0.3894162571
196	0.3893537935
197	0.3892690832
198	0.3890554952
199	0.3889364049
200	0.3888427812
201	0.3887257861
202	0.3886286982
203	0.3885379181
204	0.3883967485
205	0.3882704069
206	0.3881498012
207	0.3879899983
208	0.3879040372
209	0.3878305703
210	0.3876914335
211	0.387569161
212	0.3874432578
213	0.3873680538
214	0.3872561922
215	0.387163152
216	0.3870308907
217	0.3869586602
218	0.3869020892
219	0.3868017293
220	0.3867401767
221	0.3866734892
222	0.3865511888
223	0.3864063397
224	0.3862919017
225	0.3861870489
226	0.3861442956
227	0.3860570381
228	0.3859451384
229	0.3858699079
230	0.3857685397
231	0.3856614421
232	0.3855475172
233	0.3854690608
234	0.3853794866
235	0.3852593775
236	0.3851589444
237	0.3850838623
238	0.3850294129
239	0.3849501463
240	0.3848780935
241	0.3847917052
242	0.3847217273
243	0.3846573152
244	0.3845625508
245	0.38446795
246	0.3843746144
247	0.3843242778
248	0.384250728
249	0.3841806906
250	0.3840988479
251	0.384000043
252	0.3839305526
253	0.3838648758
254	0.3837995326
255	0.3837383039
256	0.3836796061
257	0.3836160873
258	0.3835206726
259	0.3834500497
260	0.3834066343
261	0.3833379391
262	0.3832861569
263	0.3832266778
264	0.3831488093
265	0.3831026525
266	0.3830220529
267	0.3829598576
268	0.3828746333
269	0.3828204359
270	0.3827307695
271	0.3826913733
272	0.3826406066
273	0.3826037516
274	0.3825047825
275	0.382431023
276	0.3823621031
277	0.3823115752
278	0.3822474284
279	0.3822097034
280	0.3821677527
281	0.382054207
282	0.3819864337
283	0.3819141953
284	0.3818664174
285	0.3818125719
286	0.3817554736
287	0.3817114176
288	0.3816302642
289	0.3815713826
290	0.3815143228
291	0.3814474981
292	0.3813729191
293	0.3812927657
294	0.3812512398
295	0.381200429
296	0.3811146379
297	0.3810558904
298	0.3809774133
299	0.380918561
300	0.380877876
301	0.3808388239
302	0.3807555389
303	0.3806920108
304	0.3805998198
305	0.3805541767
306	0.3804641762
307	0.3804267613
308	0.3803584908
309	0.3803016786
310	0.3802340749
311	0.3801998457
312	0.3801565603
313	0.380086773
314	0.3800339718
315	0.3799761527
316	0.3798949143
317	0.379813001
318	0.3797482921
319	0.3796826013
320	0.3796231916
321	0.3795701126
322	0.379517057
323	0.3794400878
324	0.3794128113
325	0.379315091
326	0.3792614009
327	0.3792207654
328	0.3791725245
329	0.3790894198
330	0.3790459461
331	0.3789961442
332	0.3789408181
333	0.3788732532
334	0.3788141057
335	0.3787617539
336	0.3787230502
337	0.3786777338
338	0.3786320683
339	0.3785789868
340	0.3785369106
341	0.3784573858
342	0.3784135579
343	0.3783468859
344	0.3782891826
345	0.3782563037
346	0.3782118731
347	0.3781897961
348	0.3781025167
349	0.3779986492
350	0.3779250027
351	0.3778844829
352	0.3778312977
353	0.3777525638
354	0.3777116224
355	0.3776655782
356	0.377605296
357	0.3775283612
358	0.3774628997
359	0.3774101328
360	0.3773803653
361	0.377326019
362	0.3772985983
363	0.3772519899
364	0.37721208
365	0.3771784521
366	0.3771252424
367	0.3770749445
368	0.3770468508
369	0.3770085505
370	0.3769739103
371	0.3769241308
372	0.3768949223
373	0.3768517048
374	0.3768100454
375	0.376758486
376	0.3766956734
377	0.3766595129
378	0.3766079681
379	0.3765484797
380	0.3765164638
381	0.3764833442
382	0.3764272445
383	0.3764006974
384	0.3763394399
385	0.3763173644
386	0.3762863973
387	0.3762414412
388	0.3761923024
389	0.3761352156
390	0.3760547734
391	0.3760114177
392	0.3759405314
393	0.3759030546
394	0.3758416823
395	0.375807467
396	0.3757775436
397	0.3757052282
398	0.3756782372
399	0.3756334315
400	0.3755929705
401	0.375562557
402	0.3754956356
403	0.3754591371
404	0.3754211512
405	0.3753714643
406	0.3753372544
407	0.3752930632
408	0.3752035985
409	0.3751669705
410	0.3751305736
411	0.3750897312
412	0.3750380954
413	0.3749929168
414	0.374951987
415	0.3749031123
416	0.3748629855
417	0.3748038522
418	0.3747556845
419	0.3747233882
420	0.3746944755
421	0.3746581806
422	0.3746236742
423	0.3745937383
424	0.3745530588
425	0.3745014429
426	0.374466094
427	0.3744136568
428	0.3743720978
429	0.3743257912
430	0.3742659424
431	0.3742303004
432	0.3742022658
433	0.3741478367
434	0.3740996429
435	0.3740591706
436	0.3740272266
437	0.3739739354
438	0.3739519853
439	0.3739274638
440	0.3738943249
441	0.3738213389
442	0.3737765798
443	0.3737033416
444	0.3736411248
445	0.3735907719
446	0.3735571422
447	0.3735372433
448	0.3734871666
449	0.3734567849
450	0.3734081153
451	0.3733434866
452	0.3732963195
453	0.3732606751
454	0.3731935926
455	0.3731532423
456	0.3731006989
457	0.373029029
458	0.3729953981
459	0.3729556871
460	0.3729160275
461	0.3728822699
462	0.3728465063
463	0.3728007623
464	0.3727618915
465	0.3727126858
466	0.3726840843
467	0.3726407941
468	0.3726005651
469	0.3725703331
470	0.3725317573
471	0.3724941118
472	0.3724499231
473	0.372402838
474	0.3723662704
475	0.3723387073
476	0.3722842064
477	0.3722479498
478	0.3722085246
479	0.3721695859
480	0.3721512087
481	0.3720848313
482	0.3720617644
483	0.372019914
484	0.3719777226
485	0.3719446129
486	0.3719140406
487	0.3718635489
488	0.3718450249
489	0.3718194306
490	0.3717946345
491	0.3717573618
492	0.3717163255
493	0.3716914827
494	0.3716277371
495	0.3715910436
496	0.3715695714
497	0.3715232891
498	0.3714987452
499	0.3714731153
500	0.3714411056
501	0.3713986675
502	0.371362369
503	0.3713227916
504	0.371281447
505	0.3712331673
506	0.371189164
507	0.3711423543
508	0.3711115824
509	0.3710626959
510	0.3710317608
511	0.3709978062
512	0.3709754264
513	0.3709205792
514	0.3708850303
515	0.3708775085
516	0.3708460706
517	0.3708187678
518	0.3707597039
519	0.370726759
520	0.3706923461
521	0.3706519532
522	0.3706082218
523	0.3705664274
524	0.370523507
525	0.3704836114
526	0.3704518791
527	0.3704100258
528	0.3703850622
529	0.3703679443
530	0.3703439404
531	0.370291757
532	0.370254341
533	0.3702239259
534	0.370203842
535	0.3701746758
536	0.3701408734
537	0.3701226328
538	0.3700607977
539	0.3700033496
540	0.3699443902
541	0.3698856175
542	0.3698479293
543	0.3698077537
544	0.3697719956
545	0.3697498199
546	0.3697240298
547	0.3696786635
548	0.3696239441
549	0.3695969401
550	0.3695573439
551	0.3695218714
552	0.3694427417
553	0.3694174151
554	0.3693743744
555	0.3693587477
556	0.369320038
557	0.3693068125
558	0.3692642104
559	0.3692132039
560	0.3691795218
561	0.3691289831
562	0.3690984287
563	0.369076454
564	0.3690413785
565	0.3689913593
566	0.3689374141
567	0.36890069
568	0.3688675675
569	0.3688318816
570	0.3687976047
571	0.3687824607
572	0.3687560152
573	0.3687365645
574	0.3687105036
575	0.3686735463
576	0.3686335559
577	0.3685924742
578	0.3685721779
579	0.3685391016
580	0.368493171
581	0.3684382076
582	0.3684075037
583	0.3683687179
584	0.3683218038
585	0.368291209
586	0.3682607095
587	0.3682145568
588	0.3681772987
589	0.3681206097
590	0.368080471
591	0.3680549845
592	0.368027575
593	0.3680029182
594	0.3679793531
595	0.3679467968
596	0.3679178236
597	0.367898683
598	0.3678538102
599	0.3678083348
600	0.3677876506
601	0.3677435835
602	0.3676872549
603	0.367647651
604	0.3676035627
605	0.367549655
606	0.3674978755
607	0.3674677009
608	0.3674206822
609	0.3673969542
610	0.3673625905
611	0.36733549
612	0.3673007454
613	0.3672705787
614	0.3672395444
615	0.3672244092
616	0.3671857862
617	0.3671514764
618	0.3671094217
619	0.3670528255
620	0.3670163804
621	0.3669884905
622	0.366951594
623	0.3669079381
624	0.3668726669
625	0.3668509592
626	0.366829232
627	0.366778223
628	0.3667441124
629	0.3667217729
630	0.3666683881
631	0.3666128904
632	0.3665799103
633	0.3665444222
634	0.3664656002
635	0.3664372765
636	0.3663881204
637	0.3663638259
638	0.3663367965
639	0.3663136412
640	0.3662691831
641	0.3662182354
642	0.3661756794
643	0.3661416711
644	0.3660709765
645	0.3660491936
646	0.3660267017
647	0.3659976013
648	0.3659599223
649	0.3659365958
650	0.3659161732
651	0.3658696184
652	0.3658390933
653	0.3657947967
654	0.3657735551
655	0.36574236
656	0.3657059844
657	0.3656797894
658	0.3656561825
659	0.3656078683
660	0.3655688764
661	0.3655449037
662	0.3655108695
663	0.3654659688
664	0.3654367723
665	0.3653951992
666	0.3653722311
667	0.3653323642
668	0.3652989389
669	0.3652664826
670	0.3652316907
671	0.3652108726
672	0.3651692975
673	0.3651355762
674	0.3650965387
675	0.3650761146
676	0.3650454913
677	0.3650257601
678	0.3650110442
679	0.3649884226
680	0.3649659599
681	0.3649469191
682	0.3649169407
683	0.3648836456
684	0.3648550655
685	0.3648084267
686	0.3647698825
687	0.3647303103
688	0.3646929234
689	0.364667717
690	0.3646386275
691	0.3646092946
692	0.3645959402
693	0.3645620909
694	0.364520879
695	0.3644973948
696	0.3644699632
697	0.364433023
698	0.3644114117
699	0.3643792977
700	0.3643421852
701	0.3643146454
702	0.3642824762
703	0.3642474838
704	0.3642189211
705	0.3641713411
706	0.3641221998
707	0.3640888588
708	0.3640537923
709	0.3640240568
710	0.3640105524
711	0.3639818369
712	0.3639507562
713	0.3639159163
714	0.3638798005
715	0.3638500067
716	0.3638254128
717	0.3637959988
718	0.3637786256
719	0.3637458281
720	0.3637151525
721	0.3636981988
722	0.3636794627
723	0.363658816
724	0.3636276685
725	0.3635906953
726	0.363559238
727	0.3635287503
728	0.3634910151
729	0.3634831711
730	0.3634496709
731	0.3634134595
732	0.3633771943
733	0.3633507704
734	0.363323371
735	0.3632964815
736	0.3632628282
737	0.3632251261
738	0.3632064179
739	0.3631925005
740	0.3631753697
741	0.3631363042
742	0.3631126856
743	0.3630842486
744	0.3630656349
745	0.3630234661
746	0.3629926654
747	0.3629779413
748	0.3629424889
749	0.3629186418
750	0.3628779745
751	0.3628558542
752	0.362838092
753	0.3628037941
754	0.3627710245
755	0.3627318448
756	0.3627017168
757	0.3626556681
758	0.3626322699
759	0.3625914452
760	0.3625442488
761	0.3624908299
762	0.3624552051
763	0.3624294055
764	0.3624006604
765	0.3623829567
766	0.3623274539
767	0.3623051209
768	0.3622760436
769	0.3622572036
770	0.3622316575
771	0.3622013682
772	0.3621853455
773	0.3621609776
774	0.3621260531
775	0.3620994281
776	0.362086286
777	0.3620580284
778	0.3620238033
779	0.3619942517
780	0.3619688983
781	0.3619451594
782	0.3619184362
783	0.3618812489
784	0.3618595722
785	0.3618400085
786	0.3618043413
787	0.3617864961
788	0.3617372956
789	0.3617074107
790	0.3616922828
791	0.3616669594
792	0.3616313491
793	0.3615967155
794	0.36157972
795	0.3615399355
796	0.3615143746
797	0.3614851752
798	0.3614720838
799	0.3614282757
800	0.3613977206
801	0.3613636952
802	0.3613304451
803	0.3612991782
804	0.3612699006
805	0.3612400146
806	0.3612202558
807	0.3611976204
808	0.3611631875
809	0.3611297672
810	0.3611138075
811	0.3610911864
812	0.3610766385
813	0.3610563195
814	0.3610333319
815	0.3610081951
816	0.3609928439
817	0.3609628482
818	0.3609386144
819	0.3609099236
820	0.3608751282
821	0.3608425257
822	0.3608161934
823	0.3607899113
824	0.3607658449
825	0.3607394833
826	0.3607168566
827	0.3606905318
828	0.3606628061
829	0.3606332725
830	0.3605992354
831	0.360580924
832	0.360561276
833	0.3605403285
834	0.3604867125
835	0.3604542675
836	0.3604154876
837	0.3603879172
838	0.3603459036
839	0.3603188509
840	0.360282332
841	0.3602589527
842	0.3602217271
843	0.3601972345
844	0.3601783035
845	0.3601374617
846	0.3601142531
847	0.3600741927
848	0.3600539764
849	0.3600451053
850	0.360007189
851	0.3599657691
852	0.3599378226
853	0.3599161171
854	0.3598814056
855	0.3598701303
856	0.359849839
857	0.3598396163
858	0.3598138116
859	0.3598056271
860	0.3597799702
861	0.3597626508
862	0.3597343029
863	0.3597019889
864	0.3596804597
865	0.3596541651
866	0.3596255777
867	0.359603684
868	0.359581943
869	0.3595626078
870	0.3595297095
871	0.3595154225
872	0.3594867234
873	0.3594408631
874	0.3594063722
875	0.3593960856
876	0.3593753472
877	0.3593587509
878	0.359337051
879	0.35930646
880	0.3592776785
881	0.3592469949
882	0.3592229999
883	0.3591978077
884	0.3591895873
885	0.3591757006
886	0.3591525494
887	0.3591105854
888	0.3590924852
889	0.3590633793
890	0.3590371203
891	0.3589960245
892	0.3589677755
893	0.3589488837
894	0.3589278525
895	0.3588557469
896	0.3588201448
897	0.3587995807
898	0.358767867
899	0.3587449664
900	0.3587325172
901	0.3587199919
902	0.3587015433
903	0.3586593358
904	0.3586354555
905	0.358613839
906	0.358592314
907	0.3585764738
908	0.3585576814
909	0.3585183462
910	0.3584853114
911	0.3584618787
912	0.3584241129
913	0.3584146121
914	0.3583951907
915	0.3583833068
916	0.3583601861
917	0.3583252215
918	0.3582990763
919	0.3582882178
920	0.3582710735
921	0.3582426553
922	0.3582237396
923	0.3581993712
924	0.3581658427
925	0.3581332883
926	0.3580950196
927	0.3580766714
928	0.3580588383
929	0.3580349972
930	0.3580162652
931	0.3579971072
932	0.3579625118
933	0.3579362081
934	0.3579116518
935	0.3578836111
936	0.3578520383
937	0.3578068335
938	0.3577812128
939	0.3577464312
940	0.3577212789
941	0.3576875483
942	0.3576558171
943	0.3576376866
944	0.3575991797
945	0.3575911225
946	0.3575520021
947	0.3575406892
948	0.3575280441
949	0.3574830661
950	0.3574543128
951	0.3574341634
952	0.3574175564
953	0.3574039238
954	0.3573745051
955	0.3573444839
956	0.3573265449
957	0.3572924252
958	0.3572820311
959	0.3572645203
960	0.3572444054
961	0.3572213502
962	0.3571961041
963	0.3571612182
964	0.3571477508
965	0.3571237468
966	0.3571016056
967	0.3570667864
968	0.3570393601
969	0.3570171644
970	0.3569981223
971	0.3569753311
972	0.3569611018
973	0.3569518872
974	0.3569073129
975	0.3568765238
976	0.3568349379
977	0.356793919
978	0.356785868
979	0.3567625144
980	0.3567223638
981	0.3567186914
982	0.3567053847
983	0.3566869854
984	0.3566768015
985	0.3566718082
986	0.356644852
987	0.3566317886
988	0.3566178448
989	0.3565849982
990	0.3565600525
991	0.3565435736
992	0.3565114824
993	0.3564892294
994	0.3564500686
995	0.3564398387
996	0.3564118506
997	0.3564050941
998	0.3563794632
999	0.3563646912
